rep,date,comune_key,assigned_model,model_beta,arrivals_comune,tourism_multiplier,baseline_kwh,scenario_kwh,delta_kwh_vs_baseline,delta_pct_vs_baseline
1,2025-02-01,saint vincent,Mixed,0.09471601910755394,7526.32619027982,1.082768837617583,1318836.2744545524,1328807.19943394,9970.92497938755,0.7560396368011091
1,2025-02-01,sarre,Mixed,0.06493077694224156,1391.35455631694,1.005313985778136,501600.4907523502,501773.1350737106,172.6443213603925,0.03441869067979386
1,2025-02-01,torgnon,Mixed,0.09570541272921945,2753.43400853164,1.1197372950515005,473942.2518679303,479099.9311919924,5157.679324062134,1.0882505840604795
1,2025-02-01,valsavarenche,Prophet,0.04611136084192973,185.250744281456,0.8906285782762308,55914.5451122796,55616.70288390184,-297.8422283777618,-0.5326739720043827
1,2025-02-01,valtournenche,Mixed,0.1068912434444135,24047.7858251653,1.1292160887098657,2993647.6722038393,3032788.2678698273,39140.59566598805,1.3074549830766724
1,2025-02-01,verrayes,GAMM,0.09107806995084838,387.834494480603,1.065479380441217,174653.46676861204,175665.2914154016,1011.8246467895515,0.5793327012111771
1,2025-02-01,verres,GAMM,0.06824200391179022,185.177146907943,1.02876192726635,793322.1000997773,794858.7239870857,1536.6238873084076,0.1936948292648344
1,2025-02-01,villeneuve,Mixed,0.04242020306588168,426.265316121621,1.057730312956876,202076.84553700607,202558.5335406744,481.68800366832875,0.2383687267030865
1,2025-03-01,antey saint andre,Prophet,0.04122711096680503,1931.56020566423,1.0796870909246674,178196.45564345847,178760.6142028949,564.1585594364442,0.3165935918306051
1,2025-03-01,aosta,Mixed,0.09357170374507806,10918.9304966842,1.0783063891649416,6969639.315954223,7018980.648302743,49341.332348519936,0.707946711612073
1,2025-03-01,arnad,Mixed,0.08175485875634635,192.457578817601,1.0751820045676033,322136.3533149467,324051.1323862069,1914.7790712601854,0.5944001822694389
1,2025-03-01,arvier,Mixed,0.048838751134405764,474.815272361448,0.98919848408635,134759.81392694564,134688.35596314914,-71.4579637965071,-0.05302616686251316
1,2025-03-01,ayas,Prophet,0.20249400341944218,9412.88417285357,1.078469772325111,1560885.478465401,1584945.9587384067,24060.480273005553,1.5414635221451922
1,2025-03-01,aymavilles,Mixed,0.06223761797969346,474.583679665422,1.0362089075664236,290307.4540887388,290950.82409301546,643.3700042766286,0.2216167705015204
1,2025-03-01,bard,GAMM,0.11368461784494896,499.60930072009,1.0767441825864008,157793.87021066097,159125.88402854453,1332.0138178835623,0.8441480116466282
1,2025-03-01,brissogne,Mixed,0.06492708448673729,32.3393299886139,1.0779776662871299,496870.4696300873,499298.7089071634,2428.2392770760925,0.48870670033658303
1,2025-03-01,brusson,Prophet,0.023074980857791028,2116.26585342993,1.0645200469969467,294287.1754379821,294712.0620293367,424.88659135461785,0.14437822196031735
